timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,avg_response_time_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-17T14:41:51.080985+00:00,250,easy,unary,/api/gateway/benchmark/unary,GET,85368,0,0.0,453.32,430,7.553399998869281,1743.0265000002692,720,820,357.04,456889536,5352.0,10,10.0,0,453.39171300838484,66.575,118.47,193.977,313.9,466.614,890.732,154
