timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,avg_response_time_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-17T14:18:55.930576+00:00,250,easy,stream,/api/gateway/benchmark/stream,GET,61992,0,0.0,751.389,730,473.27339999901596,1285.2137000008952,920,980,259.659,331781184,5352.0,10,10.0,0,751.4657832849415,64.312,119.1,534.623,975.0,332.165,648.499,158
