timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,avg_response_time_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-17T14:24:45.926936+00:00,250,medium,stream,/api/gateway/benchmark/stream,GET,18221,0,0.0,3067.476,3000,2568.7038999967626,4528.692299998511,3500,3800,76.255,3773623763,207103.0,100,100.0,0,3068.095827846968,75.273,127.61,569.641,995.3,3582.563,7145.882,152
