timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,time_to_first_byte_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,total_stream_time_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-19T16:26:49.333234+00:00,250,hard,stream,/api/gateway/benchmark/stream,GET,2453,0,0.0,24468.112,24000,22918.419000000085,27061.974899999994,25000,26000,10.254,10106124512,4119904.0,1000,1000.0,0,24476.482909620907,,85.872,173.7,1716.146,2142.208,9549.236,19168.854,158
