timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,avg_response_time_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-17T12:02:05.598985+00:00,250,hard,unary,/api/gateway/benchmark/unary,GET,5329,48,0.009007,13155.939,13000,23.4519999994518,32098.97430000092,21000,25000,17.782,18609737024,3492163.074,1000,1000.0,0,13270.590100435533,113.664,937.99,2713.355,4946.944,17938.614,35667.419,206
