timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,avg_response_time_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-17T12:11:15.696360+00:00,250,hard,stream,/api/gateway/benchmark/stream,GET,2893,0,0.0,24647.903,24000,21296.04560000007,39967.39720000005,28000,32000,9.664,10194654272,3523904.0,1000,1000.0,0,24655.52063719325,86.514,648.92,1825.807,2736.128,10081.215,19701.176,202
