timestamp,users,workload,variant,endpoint,method,requests,failures,error_rate,time_to_first_byte_ms,median_response_time_ms,min_response_time_ms,max_response_time_ms,p90_response_time_ms,p95_response_time_ms,throughput_rps,total_response_bytes,avg_response_bytes,expected_items_per_request,received_items_avg,received_items_mismatch_count,time_to_first_item_ms,total_stream_time_ms,docker_cpu_avg_percent,docker_cpu_max_percent,docker_mem_avg_mib,docker_mem_max_mib,docker_net_rx_mib,docker_net_tx_mib,docker_samples
2026-05-18T15:44:49.663468+00:00,125,easy,unary,/api/gateway/benchmark/unary,GET,117664,0,0.0,51.033,47,4.309399999328889,296.9124999981432,78,96,492.117,629737728,5352.0,10,10.0,0,51.08661592925942,,70.886,125.11,500.441,933.5,642.872,1226.425,150
